"Date","Hour ID","Hour Label","Advertiser ID","Advertiser Label","Campaign ID","Campaign Label","Creative ID","Creative Label","Impressions Analyzed (unfiltered)","Impressions Analyzed (filtered for GIVT)","Impressions Analyzed","Human and Viewable Rate","Human and AVOC Rate","Human, Audible & Fully On-Screen for Half of Duration (15 sec. cap) Rate","Averaged Ad Length (sec)","% of Video Played In-View","In-View Time (sec)","Exposure Time (sec)","Reached Complete Rate","Completion Quality"
"2017-02-19","03","","8411425232","Old Spice Perú YT IO 22232","690889621","IO22232_PE_Old Spice_Citron_GO_YT_November_CPV_H18-34_FY1617_InStream_OSG Remarketing","153174436548","Brazo","73","71","71","94.20%","31.88%","37.68%","25.02","56.69%","13.96","907.33","39.13%","81.48%"
"2017-02-10","21","","7216555334","Ariel","743523536","Ariel_Reto del ahorro_Feb17","153830640701","Reto del ahorro Ariel","74","71","71","80.00%","14.29%","27.14%","21.71","47.42%","10.46","585.61","22.86%","62.50%"
"2017-02-22","05","","8411425232","Old Spice Perú YT IO 22232","739584367","IO22232_PE_Old Spice_Franda_GO_YT_Jan- Feb_CPV_POME_FY1617_InStream","155631338830","Franda","71","71","71","95.77%","7.04%","21.13%","242.94","16.59%","40.3","2740.29","8.45%","83.33%"
"2017-02-04","08","","8411425232","Old Spice Perú YT IO 22232","731052433","IO22232_PE_Old Spice_Citron_GO_YT_Jan-Jun_CPV_POME_FY1617_InStream_Remarketing","132361061730","Limon","72","71","71","94.12%","20.59%","35.29%","25.08","52.09%","13.14","840.64","23.53%","87.50%"
"2017-02-12","06","","8411425232","Old Spice Perú YT IO 22232","731052433","IO22232_PE_Old Spice_Citron_GO_YT_Jan-Jun_CPV_POME_FY1617_InStream_Remarketing","147740523103","Brazo","78","72","71","91.55%","22.54%","35.21%","25.05","54.36%","13.66","888.18","22.54%","100.00%"
"2017-02-21","17","","8411425232","Old Spice Perú YT IO 22232","690880549","IO22232_PE_Old Spice_Citron_GO_YT_November_CPV_H18-34_FY1617_InStream_OSG Brandlift","149150729454","Machu Pichu","75","71","71","92.96%","29.58%","36.62%","22.75","54.19%","12.33","813.74","38.03%","77.78%"
"2017-02-11","23","","1162470087","Head & Shoulders","743859324","H&S_Efficacy 3 Action+Tag_Feb17","163159824439","Conoce el nuevo H&S 3 Action","84","72","71","80.28%","21.13%","29.58%","15.11","56.22%","8.45","481.47","36.62%","57.69%"
"2017-02-12","12","","8411425232","Old Spice Perú YT IO 22232","690889621","IO22232_PE_Old Spice_Citron_GO_YT_November_CPV_H18-34_FY1617_InStream_OSG Remarketing","138862674899","Brazo","81","72","71","85.25%","31.15%","32.79%","25.04","50.96%","12.98","674.81","34.43%","90.48%"
"2017-02-03","05","","8411425232","Old Spice Perú YT IO 22232","731052433","IO22232_PE_Old Spice_Citron_GO_YT_Jan-Jun_CPV_POME_FY1617_InStream_Remarketing","147740523103","Brazo","71","71","71","95.59%","23.53%","36.76%","25.08","52.14%","12.68","824.43","30.88%","76.19%"
"2017-02-06","12","","8411425232","Old Spice Perú YT IO 22232","731224205","IO22232_PE_Old Spice_Citron_GO_YT_Jan-Jun_CPV_POME_FY1617_InStream_Machu Pichu","148814336085","Machu Pichu","74","73","71","92.75%","13.04%","27.54%","22.77","43.08%","9.87","631.48","15.94%","81.82%"
"2017-02-27","03","","8411425232","Old Spice Perú YT IO 22232","731224205","IO22232_PE_Old Spice_Citron_GO_YT_Jan-Jun_CPV_POME_FY1617_InStream_Machu Pichu","148814336085","Machu Pichu","74","71","71","91.30%","24.64%","28.99%","22.74","49.86%","11.16","703.35","30.43%","80.95%"
"2017-02-05","01","","8411425232","Old Spice Perú YT IO 22232","690889621","IO22232_PE_Old Spice_Citron_GO_YT_November_CPV_H18-34_FY1617_InStream_OSG Remarketing","148818388936","Limon","76","72","71","89.86%","15.94%","17.39%","25.08","40.19%","10.2","632.19","18.84%","84.62%"
"2017-02-23","02","","8411425232","Old Spice Perú YT IO 22232","739584367","IO22232_PE_Old Spice_Franda_GO_YT_Jan- Feb_CPV_POME_FY1617_InStream","164375393208","Franda","82","73","71","91.43%","17.14%","41.43%","242.63","28.40%","65.98","4222.65","18.57%","92.31%"
"2017-02-24","18","","8411425232","Old Spice Perú YT IO 22232","690880549","IO22232_PE_Old Spice_Citron_GO_YT_November_CPV_H18-34_FY1617_InStream_OSG Brandlift","147659900281","Machu Pichu","77","71","71","90.14%","38.03%","52.11%","22.69","65.30%","14.63","936.57","45.07%","84.38%"
"2017-02-19","17","","8411425232","Old Spice Perú YT IO 22232","739584367","IO22232_PE_Old Spice_Franda_GO_YT_Jan- Feb_CPV_POME_FY1617_InStream","164375393208","Franda","76","71","71","85.29%","8.82%","38.24%","242.65","22.16%","54.52","3161.92","11.76%","75.00%"
"2017-02-07","02","","8411425232","Old Spice Perú YT IO 22232","690889621","IO22232_PE_Old Spice_Citron_GO_YT_November_CPV_H18-34_FY1617_InStream_OSG Remarketing","139311466229","Limon","76","71","71","88.41%","13.04%","21.74%","25.23","40.60%","10.32","629.76","18.84%","69.23%"
"2017-02-12","05","","8411425232","Old Spice Perú YT IO 22232","739584367","IO22232_PE_Old Spice_Franda_GO_YT_Jan- Feb_CPV_POME_FY1617_InStream","164375393208","Franda","83","73","71","94.29%","11.43%","45.71%","242.66","20.53%","50.23","3315.09","14.29%","80.00%"
"2017-02-07","18","","8411425232","Old Spice Perú YT IO 22232","690880549","IO22232_PE_Old Spice_Citron_GO_YT_November_CPV_H18-34_FY1617_InStream_OSG Brandlift","147659900281","Machu Pichu","73","71","71","91.04%","25.37%","34.33%","22.69","55.63%","12.59","768.15","28.36%","89.47%"
"2017-02-17","19","","8411425232","Old Spice Perú YT IO 22232","739584367","IO22232_PE_Old Spice_Franda_GO_YT_Jan- Feb_CPV_POME_FY1617_InStream","164375393208","Franda","81","72","71","92.54%","1.49%","23.88%","242.64","10.52%","26.05","1615.37","2.99%","50.00%"
"2017-02-21","02","","8411425232","Old Spice Perú YT IO 22232","731224205","IO22232_PE_Old Spice_Citron_GO_YT_Jan-Jun_CPV_POME_FY1617_InStream_Machu Pichu","154497041909","Machu Pichu","71","71","71","91.43%","24.29%","30.00%","22.81","47.60%","10.93","699.82","28.57%","85.00%"
"2017-02-18","04","","9601752696","Pampers","743862690","Pampers - Mileage - Feb17","166799189728","Pampers Mileage","72","71","71","98.55%","27.54%","44.93%","15.06","61.66%","9.28","631.24","30.43%","90.48%"
"2017-02-10","13","","8411425232","Old Spice Perú YT IO 22232","731052433","IO22232_PE_Old Spice_Citron_GO_YT_Jan-Jun_CPV_POME_FY1617_InStream_Remarketing","149189540323","Brazo","76","72","71","82.35%","22.06%","23.53%","25.02","49.39%","12.16","680.72","29.41%","75.00%"
"2017-02-19","04","","8411425232","Old Spice Perú YT IO 22232","731224205","IO22232_PE_Old Spice_Citron_GO_YT_Jan-Jun_CPV_POME_FY1617_InStream_Machu Pichu","148814336085","Machu Pichu","74","72","71","97.06%","33.82%","39.71%","22.79","57.47%","12.8","845.12","38.24%","88.46%"
"2017-02-18","11","","8411425232","Old Spice Perú YT IO 22232","731052433","IO22232_PE_Old Spice_Citron_GO_YT_Jan-Jun_CPV_POME_FY1617_InStream_Remarketing","149189540323","Brazo","74","71","71","90.00%","24.29%","30.00%","25","49.68%","12.4","781.06","28.57%","85.00%"
"2017-02-07","07","","8411425232","Old Spice Perú YT IO 22232","731052433","IO22232_PE_Old Spice_Citron_GO_YT_Jan-Jun_CPV_POME_FY1617_InStream_Remarketing","132361061730","Limon","70","70","70","95.65%","14.49%","30.43%","25.08","47.53%","11.98","790.77","14.49%","100.00%"
"2017-02-23","01","","8411425232","Old Spice Perú YT IO 22232","731224205","IO22232_PE_Old Spice_Citron_GO_YT_Jan-Jun_CPV_POME_FY1617_InStream_Machu Pichu","155407550147","Machu Pichu","70","70","70","95.65%","18.84%","20.29%","22.9","44.16%","9.99","659.46","18.84%","100.00%"
"2017-02-27","04","","8411425232","Old Spice Perú YT IO 22232","739584367","IO22232_PE_Old Spice_Franda_GO_YT_Jan- Feb_CPV_POME_FY1617_InStream","155631338830","Franda","70","70","70","95.71%","4.29%","21.43%","242.89","18.33%","44.53","2983.52","7.14%","60.00%"
"2017-02-12","23","","1162470087","Head & Shoulders","743859324","H&S_Efficacy 3 Action+Tag_Feb17","163159824439","Conoce el nuevo H&S 3 Action","80","72","70","90.48%","28.57%","44.44%","15.07","61.75%","9.35","533.01","41.27%","69.23%"
"2017-02-21","05","","8411425232","Old Spice Perú YT IO 22232","739584367","IO22232_PE_Old Spice_Franda_GO_YT_Jan- Feb_CPV_POME_FY1617_InStream","155631338830","Franda","70","70","70","95.71%","7.14%","24.29%","243.42","17.14%","41.54","2783.45","8.57%","83.33%"
"2017-02-11","03","","8411425232","Old Spice Perú YT IO 22232","731224205","IO22232_PE_Old Spice_Citron_GO_YT_Jan-Jun_CPV_POME_FY1617_InStream_Machu Pichu","154497041909","Machu Pichu","72","70","70","95.31%","21.88%","29.69%","22.75","48.50%","10.77","656.93","23.44%","93.33%"
"2017-02-15","13","","8411425232","Old Spice Perú YT IO 22232","690880549","IO22232_PE_Old Spice_Citron_GO_YT_November_CPV_H18-34_FY1617_InStream_OSG Brandlift","149150729454","Machu Pichu","74","71","70","91.18%","35.29%","47.06%","22.67","61.05%","13.89","861.17","42.65%","82.76%"
"2017-02-12","04","","8411425232","Old Spice Perú YT IO 22232","731224205","IO22232_PE_Old Spice_Citron_GO_YT_Jan-Jun_CPV_POME_FY1617_InStream_Machu Pichu","154497041909","Machu Pichu","79","70","70","90.63%","31.25%","43.75%","22.66","59.60%","13.4","777.41","37.50%","83.33%"
"2017-02-24","02","","2192726405","Ace","743518472","Ace - NSP Menjurje - Feb17","161113984266","Máxima blancura solo con Ace","71","70","70","96.97%","39.39%","42.42%","30.02","55.43%","16.94","1084.11","42.42%","92.86%"
"2017-02-22","19","","8411425232","Old Spice Perú YT IO 22232","690880549","IO22232_PE_Old Spice_Citron_GO_YT_November_CPV_H18-34_FY1617_InStream_OSG Brandlift","132290166237","Machu Pichu","70","70","70","91.04%","19.40%","31.34%","22.81","52.16%","12.06","735.87","25.37%","76.47%"
"2017-02-18","16","","8411425232","Old Spice Perú YT IO 22232","690880549","IO22232_PE_Old Spice_Citron_GO_YT_November_CPV_H18-34_FY1617_InStream_OSG Brandlift","147659900281","Machu Pichu","76","70","70","89.23%","35.38%","46.15%","22.67","60.26%","13.7","794.84","49.23%","71.88%"
"2017-02-27","03","","9601752696","Pampers","743862690","Pampers - Mileage - Feb17","166799189728","Pampers Mileage","71","70","70","92.86%","28.57%","51.43%","15","66.56%","9.82","638.06","31.43%","90.91%"
"2017-02-12","08","","8411425232","Old Spice Perú YT IO 22232","690889621","IO22232_PE_Old Spice_Citron_GO_YT_November_CPV_H18-34_FY1617_InStream_OSG Remarketing","139311466229","Limon","70","70","70","97.06%","11.76%","27.94%","25.07","43.55%","10.76","710.31","13.24%","88.89%"
"2017-02-25","17","","8411425232","Old Spice Perú YT IO 22232","690880549","IO22232_PE_Old Spice_Citron_GO_YT_November_CPV_H18-34_FY1617_InStream_OSG Brandlift","132290166237","Machu Pichu","70","70","70","92.86%","11.43%","27.14%","22.79","42.93%","9.81","637.49","15.71%","72.73%"
"2017-02-10","07","","8411425232","Old Spice Perú YT IO 22232","690889621","IO22232_PE_Old Spice_Citron_GO_YT_November_CPV_H18-34_FY1617_InStream_OSG Remarketing","139311466229","Limon","71","70","70","92.54%","23.88%","28.36%","25.08","47.38%","11.86","735.34","23.88%","100.00%"
"2017-02-10","14","","8411425232","Old Spice Perú YT IO 22232","690889621","IO22232_PE_Old Spice_Citron_GO_YT_November_CPV_H18-34_FY1617_InStream_OSG Remarketing","148818388936","Limon","73","70","70","94.12%","14.71%","19.12%","25.05","39.58%","9.83","628.93","16.18%","90.91%"
"2017-02-17","06","","8411425232","Old Spice Perú YT IO 22232","739584367","IO22232_PE_Old Spice_Franda_GO_YT_Jan- Feb_CPV_POME_FY1617_InStream","164375393208","Franda","80","70","70","95.71%","8.57%","34.29%","242.69","18.42%","44.76","2999.19","10.00%","85.71%"
"2017-02-16","09","","8411425232","Old Spice Perú YT IO 22232","690889621","IO22232_PE_Old Spice_Citron_GO_YT_November_CPV_H18-34_FY1617_InStream_OSG Remarketing","139311466229","Limon","73","70","70","97.10%","18.84%","31.88%","24.78","47.60%","11.9","797.16","20.29%","92.86%"
"2017-02-06","00","","8411425232","Old Spice Perú YT IO 22232","690889621","IO22232_PE_Old Spice_Citron_GO_YT_November_CPV_H18-34_FY1617_InStream_OSG Remarketing","139311466229","Limon","73","71","70","94.03%","17.91%","23.88%","25.17","42.48%","10.47","659.42","22.39%","80.00%"
"2017-02-19","04","","9155314220","Downy","743824032","Downy_Freshly Dressed_Feb17","167943633001","Downy libre enjuague","73","71","70","94.29%","40.00%","48.57%","18.74","68.23%","12.82","846.28","45.71%","87.50%"
"2017-02-09","00","","8411425232","Old Spice Perú YT IO 22232","690889621","IO22232_PE_Old Spice_Citron_GO_YT_November_CPV_H18-34_FY1617_InStream_OSG Remarketing","148818388936","Limon","70","69","69","92.54%","16.42%","31.34%","25.07","47.63%","11.76","728.9","19.40%","84.62%"
"2017-02-10","05","","7313193630","Pantene","743864079","Pantene - 3MM Selena - Feb17","166967409834","Nuevo acondicionador 3 Minutes Miracle de Pantene","69","69","69","91.04%","23.88%","26.87%","30.02","48.23%","14.44","881.01","31.34%","76.19%"
"2017-02-21","03","","9601752696","Pampers","743862690","Pampers - Mileage - Feb17","166799189728","Pampers Mileage","70","69","69","97.10%","28.99%","57.97%","15.07","66.44%","10.04","672.67","31.88%","90.91%"
"2017-02-26","02","","9155314220","Downy","743824032","Downy_Freshly Dressed_Feb17","167943633001","Downy libre enjuague","71","69","69","88.24%","23.53%","48.53%","18.71","63.16%","11.73","703.72","33.82%","69.57%"
"2017-02-20","03","","8411425232","Old Spice Perú YT IO 22232","731224205","IO22232_PE_Old Spice_Citron_GO_YT_Jan-Jun_CPV_POME_FY1617_InStream_Machu Pichu","148814336085","Machu Pichu","71","69","69","91.18%","29.41%","36.76%","22.76","54.48%","12.4","768.88","38.24%","76.92%"
"2017-02-04","00","","8411425232","Old Spice Perú YT IO 22232","690889621","IO22232_PE_Old Spice_Citron_GO_YT_November_CPV_H18-34_FY1617_InStream_OSG Remarketing","139311466229","Limon","76","72","69","89.23%","13.85%","16.92%","25.2","41.28%","10.55","611.73","18.46%","75.00%"
"2017-02-23","05","","8411425232","Old Spice Perú YT IO 22232","731224205","IO22232_PE_Old Spice_Citron_GO_YT_Jan-Jun_CPV_POME_FY1617_InStream_Machu Pichu","148814336085","Machu Pichu","75","69","69","94.12%","27.94%","33.82%","22.73","51.55%","11.58","741.33","32.35%","86.36%"
"2017-02-11","08","","8411425232","Old Spice Perú YT IO 22232","690889621","IO22232_PE_Old Spice_Citron_GO_YT_November_CPV_H18-34_FY1617_InStream_OSG Remarketing","139311466229","Limon","73","69","69","94.12%","11.76%","25.00%","25.09","43.48%","10.92","698.85","11.76%","100.00%"
"2017-02-14","06","","8411425232","Old Spice Perú YT IO 22232","731224205","IO22232_PE_Old Spice_Citron_GO_YT_Jan-Jun_CPV_POME_FY1617_InStream_Machu Pichu","148814336085","Machu Pichu","71","69","69","91.30%","26.09%","37.68%","22.78","54.19%","12.4","781.41","28.99%","90.00%"
"2017-02-11","03","","2192726405","Ace","743518472","Ace - NSP Menjurje - Feb17","161113984266","Máxima blancura solo con Ace","70","69","69","91.18%","38.24%","45.59%","30.04","58.50%","17.52","1086.11","39.71%","96.30%"
"2017-02-14","02","","8411425232","Old Spice Perú YT IO 22232","731224205","IO22232_PE_Old Spice_Citron_GO_YT_Jan-Jun_CPV_POME_FY1617_InStream_Machu Pichu","148814336085","Machu Pichu","72","69","69","93.94%","36.36%","43.94%","22.8","59.12%","13.21","819.06","40.91%","88.89%"
"2017-02-06","03","","8411425232","Old Spice Perú YT IO 22232","731224205","IO22232_PE_Old Spice_Citron_GO_YT_Jan-Jun_CPV_POME_FY1617_InStream_Machu Pichu","148814336085","Machu Pichu","72","71","69","94.03%","19.40%","31.34%","22.72","48.49%","11.12","700.47","25.37%","76.47%"
"2017-02-22","02","","8411425232","Old Spice Perú YT IO 22232","731224205","IO22232_PE_Old Spice_Citron_GO_YT_Jan-Jun_CPV_POME_FY1617_InStream_Machu Pichu","148814336085","Machu Pichu","73","69","69","88.41%","21.74%","27.54%","22.75","49.73%","11.4","695.55","26.09%","83.33%"
"2017-02-27","03","","7216555334","Ariel","743523536","Ariel_Reto del ahorro_Feb17","153830640701","Reto del ahorro Ariel","70","69","69","83.82%","25.00%","29.41%","21.76","50.89%","11.11","633.15","33.82%","73.91%"
"2017-02-20","11","","8411425232","Old Spice Perú YT IO 22232","731052433","IO22232_PE_Old Spice_Citron_GO_YT_Jan-Jun_CPV_POME_FY1617_InStream_Remarketing","149189540323","Brazo","71","70","69","88.89%","11.11%","26.98%","25.02","47.07%","11.73","657.07","15.87%","70.00%"
"2017-02-23","18","","8411425232","Old Spice Perú YT IO 22232","690880549","IO22232_PE_Old Spice_Citron_GO_YT_November_CPV_H18-34_FY1617_InStream_OSG Brandlift","132290166237","Machu Pichu","72","69","69","86.57%","25.37%","34.33%","22.71","53.87%","11.93","691.73","31.34%","80.95%"
"2017-02-18","09","","8411425232","Old Spice Perú YT IO 22232","731052433","IO22232_PE_Old Spice_Citron_GO_YT_Jan-Jun_CPV_POME_FY1617_InStream_Remarketing","149189540323","Brazo","70","69","69","86.15%","12.31%","21.54%","25","45.83%","11.1","621.55","23.08%","53.33%"
"2017-02-17","17","","8411425232","Old Spice Perú YT IO 22232","690880549","IO22232_PE_Old Spice_Citron_GO_YT_November_CPV_H18-34_FY1617_InStream_OSG Brandlift","132290166237","Machu Pichu","70","69","69","98.55%","21.74%","36.23%","22.83","50.66%","11.52","783.48","23.19%","93.75%"
"2017-02-16","12","","8411425232","Old Spice Perú YT IO 22232","731052433","IO22232_PE_Old Spice_Citron_GO_YT_Jan-Jun_CPV_POME_FY1617_InStream_Remarketing","149189540323","Brazo","73","69","69","90.77%","24.62%","27.69%","25.02","48.12%","11.25","663.76","33.85%","72.73%"
"2017-02-28","03","","8411425232","Old Spice Perú YT IO 22232","731224205","IO22232_PE_Old Spice_Citron_GO_YT_Jan-Jun_CPV_POME_FY1617_InStream_Machu Pichu","148814336085","Machu Pichu","71","69","69","95.59%","33.82%","36.76%","22.74","55.65%","12.75","828.75","38.24%","88.46%"
"2017-02-10","14","","8411425232","Old Spice Perú YT IO 22232","731052433","IO22232_PE_Old Spice_Citron_GO_YT_Jan-Jun_CPV_POME_FY1617_InStream_Remarketing","149189540323","Brazo","74","69","69","90.63%","23.44%","35.94%","24.67","51.69%","12.69","736.1","29.69%","78.95%"
"2017-02-28","05","","8411425232","Old Spice Perú YT IO 22232","731224205","IO22232_PE_Old Spice_Citron_GO_YT_Jan-Jun_CPV_POME_FY1617_InStream_Machu Pichu","148814336085","Machu Pichu","71","69","69","95.45%","27.27%","36.36%","22.75","54.26%","12.35","777.87","27.27%","100.00%"
"2017-02-14","10","","8411425232","Old Spice Perú YT IO 22232","690889621","IO22232_PE_Old Spice_Citron_GO_YT_November_CPV_H18-34_FY1617_InStream_OSG Remarketing","138862674899","Brazo","75","69","69","86.15%","21.54%","29.23%","25.03","46.89%","11.75","657.97","26.15%","82.35%"
"2017-02-26","18","","8411425232","Old Spice Perú YT IO 22232","739584367","IO22232_PE_Old Spice_Franda_GO_YT_Jan- Feb_CPV_POME_FY1617_InStream","164375393208","Franda","74","69","69","86.36%","12.12%","27.27%","242.61","21.14%","48.41","2759.22","12.12%","100.00%"
"2017-02-15","13","","8411425232","Old Spice Perú YT IO 22232","690880549","IO22232_PE_Old Spice_Citron_GO_YT_November_CPV_H18-34_FY1617_InStream_OSG Brandlift","132290166237","Machu Pichu","70","69","69","93.94%","22.73%","30.30%","22.72","49.61%","11.43","708.58","25.76%","88.24%"
"2017-02-06","12","","8411425232","Old Spice Perú YT IO 22232","690889621","IO22232_PE_Old Spice_Citron_GO_YT_November_CPV_H18-34_FY1617_InStream_OSG Remarketing","138862674899","Brazo","80","71","69","84.62%","26.15%","32.31%","25.07","49.44%","12.46","685.11","30.77%","85.00%"
"2017-02-09","05","","7313193630","Pantene","743864079","Pantene - 3MM Selena - Feb17","166967409834","Nuevo acondicionador 3 Minutes Miracle de Pantene","71","70","69","95.31%","32.81%","39.06%","30.09","52.12%","15.61","952.01","34.38%","95.45%"
"2017-02-25","17","","8411425232","Old Spice Perú YT IO 22232","731224205","IO22232_PE_Old Spice_Citron_GO_YT_Jan-Jun_CPV_POME_FY1617_InStream_Machu Pichu","148814336085","Machu Pichu","71","69","69","80.33%","27.87%","39.34%","22.65","56.85%","12.82","628.36","34.43%","80.95%"
"2017-02-28","19","","8411425232","Old Spice Perú YT IO 22232","739584367","IO22232_PE_Old Spice_Franda_GO_YT_Jan- Feb_CPV_POME_FY1617_InStream","164375393208","Franda","71","69","69","89.39%","10.61%","31.82%","242.64","22.02%","55.12","3252.37","13.64%","77.78%"
"2017-02-24","04","","9601752696","Pampers","743862690","Pampers - Mileage - Feb17","166799189728","Pampers Mileage","69","68","68","95.52%","26.87%","44.78%","15.08","66.59%","10","640.11","31.34%","85.71%"
"2017-02-07","03","","7313193630","Pantene","743864079","Pantene - 3MM Selena - Feb17","166967409834","Nuevo acondicionador 3 Minutes Miracle de Pantene","71","69","68","93.55%","32.26%","38.71%","30.17","52.67%","15.69","909.76","38.71%","83.33%"
"2017-02-08","19","","8411425232","Old Spice Perú YT IO 22232","690880549","IO22232_PE_Old Spice_Citron_GO_YT_November_CPV_H18-34_FY1617_InStream_OSG Brandlift","132290166237","Machu Pichu","68","68","68","96.97%","16.67%","28.79%","22.81","48.00%","11.08","709.27","18.18%","91.67%"
"2017-02-18","02","","8411425232","Old Spice Perú YT IO 22232","739584367","IO22232_PE_Old Spice_Franda_GO_YT_Jan- Feb_CPV_POME_FY1617_InStream","164375393208","Franda","74","68","68","91.04%","13.43%","26.87%","242.66","23.36%","53.68","3274.72","14.93%","90.00%"
"2017-02-15","04","","8411425232","Old Spice Perú YT IO 22232","731224205","IO22232_PE_Old Spice_Citron_GO_YT_Jan-Jun_CPV_POME_FY1617_InStream_Machu Pichu","148814336085","Machu Pichu","75","68","68","95.38%","33.85%","40.00%","22.77","55.52%","12.42","769.89","35.38%","95.65%"
"2017-02-28","05","","8916876391","Gillette","759878604","Gillette_PB3_Feb17","171057537529","Gillette Prestobarba3","68","68","68","92.31%","29.23%","33.85%","20","57.70%","11.53","691.97","29.23%","100.00%"
"2017-02-02","16","","8411425232","Old Spice Perú YT IO 22232","690889621","IO22232_PE_Old Spice_Citron_GO_YT_November_CPV_H18-34_FY1617_InStream_OSG Remarketing","153174436548","Brazo","68","68","68","86.15%","26.15%","43.08%","25.04","55.94%","14.13","791.26","29.23%","89.47%"
"2017-02-02","01","","8411425232","Old Spice Perú YT IO 22232","690889621","IO22232_PE_Old Spice_Citron_GO_YT_November_CPV_H18-34_FY1617_InStream_OSG Remarketing","148818388936","Limon","68","68","68","92.06%","14.29%","33.33%","25.11","47.63%","11.25","652.62","17.46%","81.82%"
"2017-02-23","04","","8411425232","Old Spice Perú YT IO 22232","739584367","IO22232_PE_Old Spice_Franda_GO_YT_Jan- Feb_CPV_POME_FY1617_InStream","155631338830","Franda","68","68","68","95.52%","7.46%","26.87%","242.92","16.78%","40.75","2608.26","7.46%","100.00%"
"2017-02-28","17","","8411425232","Old Spice Perú YT IO 22232","690880549","IO22232_PE_Old Spice_Citron_GO_YT_November_CPV_H18-34_FY1617_InStream_OSG Brandlift","132290166237","Machu Pichu","72","69","68","86.36%","13.64%","25.76%","22.72","45.50%","10.57","602.67","18.18%","75.00%"
"2017-02-10","05","","2192726405","Ace","743518472","Ace - NSP Menjurje - Feb17","161113984266","Máxima blancura solo con Ace","70","68","68","95.52%","35.82%","35.82%","30.02","56.08%","16.99","1087.13","40.30%","88.89%"
"2017-02-26","09","","8411425232","Old Spice Perú YT IO 22232","690889621","IO22232_PE_Old Spice_Citron_GO_YT_November_CPV_H18-34_FY1617_InStream_OSG Remarketing","148818388936","Limon","68","68","68","100.00%","24.24%","31.82%","25.04","46.91%","11.35","748.93","24.24%","100.00%"
"2017-02-20","04","","2192726405","Ace","743518472","Ace - NSP Menjurje - Feb17","161113984266","Máxima blancura solo con Ace","70","68","68","91.04%","34.33%","37.31%","30.03","54.33%","16.12","983.51","40.30%","85.19%"
"2017-02-10","03","","7216555334","Ariel","743523536","Ariel_Reto del ahorro_Feb17","153830640701","Reto del ahorro Ariel","69","68","68","92.54%","25.37%","38.81%","21.77","55.81%","12.04","746.25","35.82%","70.83%"
"2017-02-04","07","","8411425232","Old Spice Perú YT IO 22232","690889621","IO22232_PE_Old Spice_Citron_GO_YT_November_CPV_H18-34_FY1617_InStream_OSG Remarketing","139311466229","Limon","74","70","68","92.31%","18.46%","30.77%","25.13","48.20%","12.37","741.99","23.08%","80.00%"
"2017-02-19","13","","8411425232","Old Spice Perú YT IO 22232","731052433","IO22232_PE_Old Spice_Citron_GO_YT_Jan-Jun_CPV_POME_FY1617_InStream_Remarketing","147740523103","Brazo","72","68","68","80.30%","16.67%","19.70%","25.06","41.55%","10.45","553.91","22.73%","73.33%"
"2017-02-28","01","","8411425232","Old Spice Perú YT IO 22232","731224205","IO22232_PE_Old Spice_Citron_GO_YT_Jan-Jun_CPV_POME_FY1617_InStream_Machu Pichu","155407550147","Machu Pichu","68","68","68","100.00%","22.39%","29.85%","22.95","49.30%","11.33","759.4","22.39%","100.00%"
"2017-02-04","04","","8411425232","Old Spice Perú YT IO 22232","731052433","IO22232_PE_Old Spice_Citron_GO_YT_Jan-Jun_CPV_POME_FY1617_InStream_Remarketing","147740523103","Brazo","69","69","68","90.91%","18.18%","28.79%","25.05","48.87%","12.3","738.19","27.27%","66.67%"
"2017-02-11","10","","8411425232","Old Spice Perú YT IO 22232","731052433","IO22232_PE_Old Spice_Citron_GO_YT_Jan-Jun_CPV_POME_FY1617_InStream_Remarketing","149189540323","Brazo","73","69","68","88.24%","20.59%","27.94%","25","49.03%","12.23","733.97","27.94%","73.68%"
"2017-02-23","08","","8411425232","Old Spice Perú YT IO 22232","731052433","IO22232_PE_Old Spice_Citron_GO_YT_Jan-Jun_CPV_POME_FY1617_InStream_Remarketing","147740523103","Brazo","78","69","68","93.65%","23.81%","31.75%","25.05","47.59%","12.29","725.21","25.40%","93.75%"
"2017-02-06","05","","8411425232","Old Spice Perú YT IO 22232","731224205","IO22232_PE_Old Spice_Citron_GO_YT_Jan-Jun_CPV_POME_FY1617_InStream_Machu Pichu","148814336085","Machu Pichu","69","68","68","98.48%","27.27%","36.36%","22.83","54.42%","12.36","803.41","30.30%","90.00%"
"2017-02-16","06","","8411425232","Old Spice Perú YT IO 22232","731224205","IO22232_PE_Old Spice_Citron_GO_YT_Jan-Jun_CPV_POME_FY1617_InStream_Machu Pichu","154497041909","Machu Pichu","77","70","68","97.06%","17.65%","29.41%","22.76","44.66%","10.17","671","20.59%","85.71%"
"2017-02-18","17","","8411425232","Old Spice Perú YT IO 22232","690880549","IO22232_PE_Old Spice_Citron_GO_YT_November_CPV_H18-34_FY1617_InStream_OSG Brandlift","149150729454","Machu Pichu","70","68","68","89.23%","20.00%","33.85%","22.73","50.04%","11.41","661.71","27.69%","72.22%"
"2017-02-02","14","","8411425232","Old Spice Perú YT IO 22232","731224205","IO22232_PE_Old Spice_Citron_GO_YT_Jan-Jun_CPV_POME_FY1617_InStream_Machu Pichu","154497041909","Machu Pichu","68","68","68","90.63%","18.75%","31.25%","22.57","48.28%","10.54","611.6","26.56%","70.59%"
