"Date","Hour ID","Hour Label","Advertiser ID","Advertiser Label","Campaign ID","Campaign Label","Creative ID","Creative Label","Impressions Analyzed (unfiltered)","Impressions Analyzed (filtered for GIVT)","Impressions Analyzed","Human and Viewable Rate","Human and AVOC Rate","Human, Audible & Fully On-Screen for Half of Duration (15 sec. cap) Rate","Averaged Ad Length (sec)","% of Video Played In-View","In-View Time (sec)","Exposure Time (sec)","Reached Complete Rate","Completion Quality"
"2017-02-10","07","","8411425232","Old Spice Perú YT IO 22232","731224205","IO22232_PE_Old Spice_Citron_GO_YT_Jan-Jun_CPV_POME_FY1617_InStream_Machu Pichu","155407550147","Machu Pichu","140","140","140","97.04%","22.96%","29.63%","22.96","51.32%","11.74","1538.45","23.70%","96.88%"
"2017-02-15","02","","8411425232","Old Spice Perú YT IO 22232","731224205","IO22232_PE_Old Spice_Citron_GO_YT_Jan-Jun_CPV_POME_FY1617_InStream_Machu Pichu","154497041909","Machu Pichu","158","140","140","90.15%","25.00%","32.58%","22.68","50.99%","11.53","1371.76","31.82%","78.57%"
"2017-02-28","07","","8411425232","Old Spice Perú YT IO 22232","731224205","IO22232_PE_Old Spice_Citron_GO_YT_Jan-Jun_CPV_POME_FY1617_InStream_Machu Pichu","154497041909","Machu Pichu","144","140","140","93.33%","22.22%","31.11%","22.82","51.32%","11.57","1457.65","28.15%","78.95%"
"2017-02-27","19","","8411425232","Old Spice Perú YT IO 22232","739584367","IO22232_PE_Old Spice_Franda_GO_YT_Jan- Feb_CPV_POME_FY1617_InStream","155631338830","Franda","141","141","140","92.86%","5.00%","25.71%","242.71","13.97%","33.93","4410.98","6.43%","77.78%"
"2017-02-22","09","","8411425232","Old Spice Perú YT IO 22232","731052433","IO22232_PE_Old Spice_Citron_GO_YT_Jan-Jun_CPV_POME_FY1617_InStream_Remarketing","147740523103","Brazo","165","142","140","84.96%","24.81%","34.59%","25.08","52.56%","13.11","1481.71","30.08%","82.50%"
"2017-02-09","05","","8411425232","Old Spice Perú YT IO 22232","739584367","IO22232_PE_Old Spice_Franda_GO_YT_Jan- Feb_CPV_POME_FY1617_InStream","155631338830","Franda","141","141","140","95.62%","8.03%","27.01%","242.93","17.72%","43.58","5708.49","10.95%","73.33%"
"2017-02-13","03","","1162470087","Head & Shoulders","743859324","H&S_Efficacy 3 Action+Tag_Feb17","163159824439","Conoce el nuevo H&S 3 Action","146","142","140","89.86%","39.13%","49.28%","15.03","69.58%","10.5","1301.4","48.55%","80.60%"
"2017-02-25","06","","8411425232","Old Spice Perú YT IO 22232","731224205","IO22232_PE_Old Spice_Citron_GO_YT_Jan-Jun_CPV_POME_FY1617_InStream_Machu Pichu","148814336085","Machu Pichu","151","143","140","94.16%","23.36%","32.12%","22.79","50.71%","11.25","1451.54","24.82%","94.12%"
"2017-02-17","16","","8411425232","Old Spice Perú YT IO 22232","731224205","IO22232_PE_Old Spice_Citron_GO_YT_Jan-Jun_CPV_POME_FY1617_InStream_Machu Pichu","148814336085","Machu Pichu","149","140","140","91.11%","14.07%","28.89%","22.71","44.89%","10.39","1277.63","18.52%","76.00%"
"2017-02-24","17","","8411425232","Old Spice Perú YT IO 22232","690880549","IO22232_PE_Old Spice_Citron_GO_YT_November_CPV_H18-34_FY1617_InStream_OSG Brandlift","132290166237","Machu Pichu","140","140","140","86.96%","17.39%","24.64%","22.75","45.18%","10.34","1240.43","26.09%","66.67%"
"2017-02-24","01","","7216555334","Ariel","743523536","Ariel_Reto del ahorro_Feb17","153830640701","Reto del ahorro Ariel","143","140","140","82.22%","26.67%","29.63%","21.76","51.43%","11.19","1241.73","40.00%","66.67%"
"2017-02-05","09","","8411425232","Old Spice Perú YT IO 22232","690889621","IO22232_PE_Old Spice_Citron_GO_YT_November_CPV_H18-34_FY1617_InStream_OSG Remarketing","148818388936","Limon","148","140","140","93.13%","23.66%","32.82%","25.07","50.63%","12.76","1556.52","25.95%","91.18%"
"2017-02-05","06","","8411425232","Old Spice Perú YT IO 22232","731224205","IO22232_PE_Old Spice_Citron_GO_YT_Jan-Jun_CPV_POME_FY1617_InStream_Machu Pichu","148814336085","Machu Pichu","144","139","139","94.81%","30.37%","41.48%","22.81","57.17%","12.96","1659.13","32.59%","93.18%"
"2017-02-02","07","","8411425232","Old Spice Perú YT IO 22232","690889621","IO22232_PE_Old Spice_Citron_GO_YT_November_CPV_H18-34_FY1617_InStream_OSG Remarketing","148818388936","Limon","139","139","139","93.89%","16.79%","28.24%","25.08","44.71%","11.16","1372.9","18.32%","91.67%"
"2017-02-14","03","","8411425232","Old Spice Perú YT IO 22232","690889621","IO22232_PE_Old Spice_Citron_GO_YT_November_CPV_H18-34_FY1617_InStream_OSG Remarketing","153174436548","Brazo","142","139","139","89.55%","17.16%","22.39%","25","43.99%","10.91","1309.07","20.90%","82.14%"
"2017-02-07","11","","8411425232","Old Spice Perú YT IO 22232","690889621","IO22232_PE_Old Spice_Citron_GO_YT_November_CPV_H18-34_FY1617_InStream_OSG Remarketing","148818388936","Limon","144","140","139","94.81%","16.30%","29.63%","25.19","47.50%","11.45","1466.05","18.52%","88.00%"
"2017-02-12","18","","8411425232","Old Spice Perú YT IO 22232","690889621","IO22232_PE_Old Spice_Citron_GO_YT_November_CPV_H18-34_FY1617_InStream_OSG Remarketing","153174436548","Brazo","145","139","139","83.46%","20.30%","29.32%","25.01","47.81%","11.76","1305.33","27.07%","75.00%"
"2017-02-23","05","","8411425232","Old Spice Perú YT IO 22232","690880549","IO22232_PE_Old Spice_Citron_GO_YT_November_CPV_H18-34_FY1617_InStream_OSG Brandlift","149150729454","Machu Pichu","146","139","139","93.98%","27.82%","31.58%","22.85","52.16%","11.89","1486.53","30.83%","90.24%"
"2017-02-20","02","","2192726405","Ace","743518472","Ace - NSP Menjurje - Feb17","161113984266","Máxima blancura solo con Ace","149","140","139","92.59%","30.37%","40.74%","30.03","53.80%","15.94","1992.68","36.30%","83.67%"
"2017-02-14","20","","7216555334","Ariel","743523536","Ariel_Reto del ahorro_Feb17","153830640701","Reto del ahorro Ariel","146","140","139","89.39%","37.88%","42.42%","21.72","59.33%","13.11","1546.52","41.67%","90.91%"
"2017-02-10","00","","7313193630","Pantene","743864079","Pantene - 3MM Selena - Feb17","166967409834","Nuevo acondicionador 3 Minutes Miracle de Pantene","142","139","139","89.71%","24.26%","30.88%","30.1","49.17%","14.69","1792.13","33.09%","73.33%"
"2017-02-14","08","","8411425232","Old Spice Perú YT IO 22232","731224205","IO22232_PE_Old Spice_Citron_GO_YT_Jan-Jun_CPV_POME_FY1617_InStream_Machu Pichu","155407550147","Machu Pichu","139","139","139","97.04%","22.22%","36.30%","22.92","51.12%","11.67","1528.25","23.70%","93.75%"
"2017-02-25","16","","8411425232","Old Spice Perú YT IO 22232","690880549","IO22232_PE_Old Spice_Citron_GO_YT_November_CPV_H18-34_FY1617_InStream_OSG Brandlift","132290166237","Machu Pichu","143","139","139","90.44%","22.79%","33.82%","22.86","51.80%","11.58","1424.68","29.41%","77.50%"
"2017-02-18","09","","8411425232","Old Spice Perú YT IO 22232","731052433","IO22232_PE_Old Spice_Citron_GO_YT_Jan-Jun_CPV_POME_FY1617_InStream_Remarketing","147740523103","Brazo","156","140","139","90.98%","23.31%","31.58%","25.09","48.53%","12.03","1455.19","25.56%","91.18%"
"2017-02-09","18","","8411425232","Old Spice Perú YT IO 22232","690880549","IO22232_PE_Old Spice_Citron_GO_YT_November_CPV_H18-34_FY1617_InStream_OSG Brandlift","132290166237","Machu Pichu","140","139","139","89.63%","19.26%","28.15%","22.8","47.62%","10.97","1327.69","25.19%","76.47%"
"2017-02-02","04","","7313193630","Pantene","743865246","Pantene - Colossus - Feb17","159601437509","Nueva fórmula Pro-Vitaminas de Pantene","139","139","139","90.15%","28.79%","38.64%","25.07","53.61%","13.58","1615.83","36.36%","79.17%"
"2017-02-16","03","","1162470087","Head & Shoulders","743453467","H&S_Surprise_Feb17","154289662443","Prueba el nuevo H&S 3 Action","143","139","139","87.31%","27.61%","38.81%","20.05","57.99%","11.62","1359.37","37.31%","74.00%"
"2017-02-13","03","","7216555334","Ariel","743523536","Ariel_Reto del ahorro_Feb17","153830640701","Reto del ahorro Ariel","138","138","138","93.28%","27.61%","32.84%","21.78","52.79%","11.55","1443.89","32.84%","84.09%"
"2017-02-23","03","","1162470087","Head & Shoulders","743453467","H&S_Surprise_Feb17","154289662443","Prueba el nuevo H&S 3 Action","141","138","138","91.85%","26.67%","33.33%","20.03","56.12%","11.09","1375.21","33.33%","80.00%"
"2017-02-14","03","","7216555334","Ariel","743523536","Ariel_Reto del ahorro_Feb17","153830640701","Reto del ahorro Ariel","149","139","138","86.57%","23.13%","23.13%","21.74","47.58%","10.28","1192.51","35.07%","65.96%"
"2017-02-15","03","","9601752696","Pampers","743862690","Pampers - Mileage - Feb17","166799189728","Pampers Mileage","148","138","138","95.59%","25.74%","47.06%","15.01","61.45%","9.3","1209.23","27.21%","94.59%"
"2017-02-07","06","","8411425232","Old Spice Perú YT IO 22232","731224205","IO22232_PE_Old Spice_Citron_GO_YT_Jan-Jun_CPV_POME_FY1617_InStream_Machu Pichu","148814336085","Machu Pichu","145","139","138","93.18%","25.76%","37.12%","22.87","53.16%","12.34","1517.45","28.79%","89.47%"
"2017-02-14","07","","8411425232","Old Spice Perú YT IO 22232","731224205","IO22232_PE_Old Spice_Citron_GO_YT_Jan-Jun_CPV_POME_FY1617_InStream_Machu Pichu","154497041909","Machu Pichu","154","138","138","93.98%","27.07%","38.35%","22.7","53.55%","12.26","1532.46","32.33%","83.72%"
"2017-02-17","00","","1162470087","Head & Shoulders","743859324","H&S_Efficacy 3 Action+Tag_Feb17","163159824439","Conoce el nuevo H&S 3 Action","141","139","138","90.37%","31.11%","41.48%","15.04","63.88%","9.64","1176.64","40.00%","77.78%"
"2017-02-10","05","","7313193630","Pantene","743865246","Pantene - Colossus - Feb17","159601437509","Nueva fórmula Pro-Vitaminas de Pantene","142","139","138","92.59%","21.48%","22.96%","25.04","46.82%","11.5","1437.87","26.67%","80.56%"
"2017-02-15","03","","8411425232","Old Spice Perú YT IO 22232","690889621","IO22232_PE_Old Spice_Citron_GO_YT_November_CPV_H18-34_FY1617_InStream_OSG Remarketing","153174436548","Brazo","140","138","138","90.44%","11.76%","22.06%","25.02","40.98%","10.2","1255.2","13.97%","84.21%"
"2017-02-15","13","","8411425232","Old Spice Perú YT IO 22232","731224205","IO22232_PE_Old Spice_Citron_GO_YT_Jan-Jun_CPV_POME_FY1617_InStream_Machu Pichu","154497041909","Machu Pichu","150","139","138","81.95%","18.05%","21.80%","22.59","43.92%","10.11","1102.14","28.57%","63.16%"
"2017-02-15","09","","8411425232","Old Spice Perú YT IO 22232","731052433","IO22232_PE_Old Spice_Citron_GO_YT_Jan-Jun_CPV_POME_FY1617_InStream_Remarketing","149189540323","Brazo","141","138","138","87.97%","21.05%","30.08%","25.01","48.49%","12.26","1434.65","25.56%","82.35%"
"2017-02-15","04","","7313193630","Pantene","743864079","Pantene - 3MM Selena - Feb17","166967409834","Nuevo acondicionador 3 Minutes Miracle de Pantene","145","138","138","90.98%","24.81%","31.58%","30.14","47.56%","14.24","1723.05","27.82%","89.19%"
"2017-02-20","02","","8411425232","Old Spice Perú YT IO 22232","690880549","IO22232_PE_Old Spice_Citron_GO_YT_November_CPV_H18-34_FY1617_InStream_OSG Brandlift","132290166237","Machu Pichu","139","138","138","94.78%","16.42%","32.09%","22.83","50.30%","11.5","1460.79","21.64%","75.86%"
"2017-02-15","00","","8411425232","Old Spice Perú YT IO 22232","731052433","IO22232_PE_Old Spice_Citron_GO_YT_Jan-Jun_CPV_POME_FY1617_InStream_Remarketing","149189540323","Brazo","138","138","138","85.29%","16.91%","25.00%","25.01","44.31%","11.21","1300.5","25.00%","67.65%"
"2017-02-13","04","","8411425232","Old Spice Perú YT IO 22232","690880549","IO22232_PE_Old Spice_Citron_GO_YT_November_CPV_H18-34_FY1617_InStream_OSG Brandlift","147659900281","Machu Pichu","142","140","138","93.98%","40.60%","41.35%","22.77","60.41%","13.78","1722.87","47.37%","85.71%"
"2017-02-12","14","","8411425232","Old Spice Perú YT IO 22232","731224205","IO22232_PE_Old Spice_Citron_GO_YT_Jan-Jun_CPV_POME_FY1617_InStream_Machu Pichu","155407550147","Machu Pichu","138","138","138","92.70%","24.09%","34.31%","22.92","52.35%","11.81","1499.72","27.01%","89.19%"
"2017-02-10","18","","8411425232","Old Spice Perú YT IO 22232","690880549","IO22232_PE_Old Spice_Citron_GO_YT_November_CPV_H18-34_FY1617_InStream_OSG Brandlift","147659900281","Machu Pichu","145","138","138","84.38%","35.94%","36.72%","22.6","57.12%","12.75","1377.04","42.19%","85.19%"
"2017-02-22","14","","8411425232","Old Spice Perú YT IO 22232","731224205","IO22232_PE_Old Spice_Citron_GO_YT_Jan-Jun_CPV_POME_FY1617_InStream_Machu Pichu","155407550147","Machu Pichu","137","137","137","95.42%","19.08%","32.82%","22.89","47.82%","10.96","1370.27","21.37%","89.29%"
"2017-02-24","01","","2192726405","Ace","743518472","Ace - NSP Menjurje - Feb17","161113984266","Máxima blancura solo con Ace","144","138","137","85.71%","21.80%","29.32%","30.02","46.53%","14.22","1620.91","27.82%","78.38%"
"2017-02-17","00","","8411425232","Old Spice Perú YT IO 22232","739584367","IO22232_PE_Old Spice_Franda_GO_YT_Jan- Feb_CPV_POME_FY1617_InStream","164375393208","Franda","151","137","137","93.85%","11.54%","38.46%","242.64","19.21%","48.52","5919.49","13.08%","88.24%"
"2017-02-25","16","","8411425232","Old Spice Perú YT IO 22232","690880549","IO22232_PE_Old Spice_Citron_GO_YT_November_CPV_H18-34_FY1617_InStream_OSG Brandlift","147659900281","Machu Pichu","142","137","137","90.23%","23.31%","33.08%","22.75","51.29%","11.67","1400.71","27.82%","83.78%"
"2017-02-21","00","","8411425232","Old Spice Perú YT IO 22232","739584367","IO22232_PE_Old Spice_Franda_GO_YT_Jan- Feb_CPV_POME_FY1617_InStream","164375393208","Franda","150","139","137","87.31%","8.21%","22.39%","243.1","15.10%","38.62","4518.49","11.94%","68.75%"
"2017-02-28","06","","8411425232","Old Spice Perú YT IO 22232","739584367","IO22232_PE_Old Spice_Franda_GO_YT_Jan- Feb_CPV_POME_FY1617_InStream","155631338830","Franda","137","137","137","95.42%","3.05%","22.90%","242.87","14.95%","35.58","4447.02","3.82%","80.00%"
"2017-02-08","02","","8411425232","Old Spice Perú YT IO 22232","739584367","IO22232_PE_Old Spice_Franda_GO_YT_Jan- Feb_CPV_POME_FY1617_InStream","164375393208","Franda","141","137","137","93.13%","3.82%","34.35%","241.66","16.71%","39.68","4840.64","7.63%","50.00%"
"2017-02-25","01","","1162470087","Head & Shoulders","743859324","H&S_Efficacy 3 Action+Tag_Feb17","163159824439","Conoce el nuevo H&S 3 Action","140","137","137","92.65%","31.62%","46.32%","15.06","63.21%","9.55","1202.92","41.18%","76.79%"
"2017-02-27","07","","8411425232","Old Spice Perú YT IO 22232","731224205","IO22232_PE_Old Spice_Citron_GO_YT_Jan-Jun_CPV_POME_FY1617_InStream_Machu Pichu","154497041909","Machu Pichu","143","137","137","91.24%","21.17%","36.50%","22.73","51.52%","12.04","1505.15","26.28%","80.56%"
"2017-02-27","01","","8411425232","Old Spice Perú YT IO 22232","690889621","IO22232_PE_Old Spice_Citron_GO_YT_November_CPV_H18-34_FY1617_InStream_OSG Remarketing","153174436548","Brazo","147","138","137","93.13%","22.90%","30.53%","25.03","49.44%","12.37","1508.98","27.48%","83.33%"
"2017-02-08","14","","8411425232","Old Spice Perú YT IO 22232","731052433","IO22232_PE_Old Spice_Citron_GO_YT_Jan-Jun_CPV_POME_FY1617_InStream_Remarketing","147740523103","Brazo","141","138","137","85.71%","19.33%","26.89%","25.03","45.91%","11.21","1143.77","26.89%","71.88%"
"2017-02-13","03","","8411425232","Old Spice Perú YT IO 22232","690880549","IO22232_PE_Old Spice_Citron_GO_YT_November_CPV_H18-34_FY1617_InStream_OSG Brandlift","132290166237","Machu Pichu","141","137","137","93.18%","21.97%","27.27%","22.72","47.06%","10.81","1329.18","28.79%","76.32%"
"2017-02-14","14","","8411425232","Old Spice Perú YT IO 22232","690889621","IO22232_PE_Old Spice_Citron_GO_YT_November_CPV_H18-34_FY1617_InStream_OSG Remarketing","153174436548","Brazo","145","137","137","87.12%","18.94%","28.79%","25.02","47.12%","11.69","1343.95","26.52%","71.43%"
"2017-02-10","02","","1162470087","Head & Shoulders","743859324","H&S_Efficacy 3 Action+Tag_Feb17","163159824439","Conoce el nuevo H&S 3 Action","141","137","137","84.21%","36.09%","44.36%","15.05","68.84%","10.62","1189.17","42.11%","85.71%"
"2017-02-11","03","","8411425232","Old Spice Perú YT IO 22232","690880549","IO22232_PE_Old Spice_Citron_GO_YT_November_CPV_H18-34_FY1617_InStream_OSG Brandlift","132290166237","Machu Pichu","137","137","137","94.03%","21.64%","29.10%","22.83","49.32%","11.37","1432.65","24.63%","87.88%"
"2017-02-21","00","","1162470087","Head & Shoulders","743859324","H&S_Efficacy 3 Action+Tag_Feb17","163159824439","Conoce el nuevo H&S 3 Action","141","138","137","94.78%","32.84%","42.54%","15.07","62.53%","9.29","1180.28","39.55%","83.02%"
"2017-02-05","03","","8411425232","Old Spice Perú YT IO 22232","731052433","IO22232_PE_Old Spice_Citron_GO_YT_Jan-Jun_CPV_POME_FY1617_InStream_Remarketing","147740523103","Brazo","141","139","137","83.33%","18.18%","22.73%","25.02","48.14%","12.04","1324.52","31.06%","58.54%"
"2017-02-24","06","","8411425232","Old Spice Perú YT IO 22232","731224205","IO22232_PE_Old Spice_Citron_GO_YT_Jan-Jun_CPV_POME_FY1617_InStream_Machu Pichu","148814336085","Machu Pichu","152","138","137","92.37%","29.01%","38.93%","22.74","54.03%","12.36","1495.7","32.82%","88.37%"
"2017-02-24","00","","1162470087","Head & Shoulders","743859324","H&S_Efficacy 3 Action+Tag_Feb17","163159824439","Conoce el nuevo H&S 3 Action","141","137","137","91.47%","31.78%","40.31%","15.02","62.84%","9.47","1117.37","39.53%","80.39%"
"2017-02-08","10","","8411425232","Old Spice Perú YT IO 22232","690889621","IO22232_PE_Old Spice_Citron_GO_YT_November_CPV_H18-34_FY1617_InStream_OSG Remarketing","139311466229","Limon","137","136","136","92.54%","14.93%","26.12%","25.19","43.57%","10.82","1341.4","17.91%","83.33%"
"2017-02-14","12","","8411425232","Old Spice Perú YT IO 22232","731224205","IO22232_PE_Old Spice_Citron_GO_YT_Jan-Jun_CPV_POME_FY1617_InStream_Machu Pichu","155407550147","Machu Pichu","136","136","136","98.50%","20.30%","36.84%","22.88","49.25%","11.17","1462.98","20.30%","100.00%"
"2017-02-25","03","","8411425232","Old Spice Perú YT IO 22232","690880549","IO22232_PE_Old Spice_Citron_GO_YT_November_CPV_H18-34_FY1617_InStream_OSG Brandlift","147659900281","Machu Pichu","141","136","136","88.81%","29.10%","33.58%","22.83","54.79%","12.52","1490.13","32.84%","88.64%"
"2017-02-22","01","","7216555334","Ariel","743523536","Ariel_Reto del ahorro_Feb17","153830640701","Reto del ahorro Ariel","139","136","136","87.69%","21.54%","28.46%","21.76","49.44%","10.93","1246.19","30.00%","71.79%"
"2017-02-16","06","","8411425232","Old Spice Perú YT IO 22232","690880549","IO22232_PE_Old Spice_Citron_GO_YT_November_CPV_H18-34_FY1617_InStream_OSG Brandlift","147659900281","Machu Pichu","141","136","136","94.07%","31.11%","38.52%","22.8","56.04%","12.73","1616.11","33.33%","93.33%"
"2017-02-11","17","","8411425232","Old Spice Perú YT IO 22232","731224205","IO22232_PE_Old Spice_Citron_GO_YT_Jan-Jun_CPV_POME_FY1617_InStream_Machu Pichu","148814336085","Machu Pichu","144","136","136","90.77%","23.08%","31.54%","22.67","48.97%","11.08","1307.5","30.77%","75.00%"
"2017-02-09","16","","8411425232","Old Spice Perú YT IO 22232","731224205","IO22232_PE_Old Spice_Citron_GO_YT_Jan-Jun_CPV_POME_FY1617_InStream_Machu Pichu","155407550147","Machu Pichu","136","136","136","93.18%","20.45%","27.27%","22.87","48.99%","11.13","1368.97","24.24%","84.38%"
"2017-02-11","06","","8411425232","Old Spice Perú YT IO 22232","731224205","IO22232_PE_Old Spice_Citron_GO_YT_Jan-Jun_CPV_POME_FY1617_InStream_Machu Pichu","148814336085","Machu Pichu","146","136","136","96.95%","18.32%","26.72%","22.84","45.17%","10.41","1322.45","22.14%","82.76%"
